Research ID,Description,Learning Outcomes,Raw Skill,Level,Knowledge Required,Task Abilities,Skill Tag,Correlation Coefficient
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.2789,0.8624473667505989
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.2985,0.9308959115880053
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.3029,0.9590030595133152
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.3437,0.9108551013237082
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.3606,0.8596525211587124
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.3861,0.8642313864345575
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.3929,0.8621482712968191
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.3961,0.9411991266297807
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.4032,0.9095807715245434
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.4421,0.8668776696823276
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.4580,0.9545954979327879
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.4659,0.8598261870864352
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.4782,0.9296422282066729
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.5033,0.8922117836710122
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.5160,0.919624063340638
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.5420,0.9135594757844435
16097537445411,introduction to the study of the materials and processes that have modified and shaped the surface and interior of earth over time . these processes aredescribed by theories based on experimental data and geologic data gathered from field observations .,"describe how the scientific method has led to our current understanding of earthâs structure and processes . interpret the origin and distribution of minerals , rocks and geologic resources . describe the theory of plate tectonics and its relationship to the formation and distribution of earthâs crustal features . quantify the rates of physical and chemical processes acting on earth and how these processes fit into the context of geologic time . communicate how surface processes are driven by interactions among earthâs systems ( e.g. , the geosphere , hydrosphere , biosphere , and atmosphere ) . identify and describe the internal structure and dynamics of earth . describe the interaction of humans with earth ( e.g. , resource development or hazard assessment ) . classify rocks and minerals based on chemical composition , physical properties , and origin . apply knowledge of topographic maps to quantify geometrical aspects of topography . identify landforms on maps , diagrams , and/or photographs and explain the processes that created them . differentiate the types of plate boundaries and their associated features on maps and profiles and explain the processes that occur at each type of boundary . identify basic structural features on maps , block diagrams and cross sections and infer how they were created . demonstrate the collection , analysis , and reporting of data . gather and assess information on a geological area of interest or problem relevant to a question in physical geology . analyze , evaluate , and synthesize information about physical geology . develop , interpret , and express ideas about physical geology through visual communication . manipulate and analyze observable geological information in physical geology and arrive at an informed conclusion . integrate different viewpoints as a member of a team . work with others to support and accomplish a shared goal . analyze , evaluate , and synthesize information relevant to a question . develop , interpret , and express ideas through written , oral , and visual communication . manipulate and analyze numerical data or observable facts to arrive at an informed conclusion . consider different points of view and work effectively with others to support a shared purpose or goal .",data analysis,3,"['geologic data', 'statistical methods', 'data visualization techniques']","['data interpretation', 'pattern identification', 'report generation.']",ESCO.5610,0.9380345555569135
